3.434E+11 6.109E+29
3.476E+11 6.197E+29
3.481E+11 6.208E+29
3.495E+11 6.215E+29
3.612E+11 6.357E+29
3.730E+11 6.468E+29
3.865E+11 6.581E+29
4.016E+11 6.700E+29
4.180E+11 6.823E+29
4.420E+11 6.995E+29
5.108E+11 7.468E+29
5.912E+11 8.015E+29
6.822E+11 8.644E+29
7.834E+11 9.367E+29
8.943E+11 1.019E+30
1.015E+12 1.113E+30
1.283E+12 1.337E+30
2.114E+12 2.155E+30
3.177E+12 3.427E+30
4.483E+12 5.268E+30
6.051E+12 7.798E+30
7.906E+12 1.115E+31
1.259E+13 2.089E+31
1.882E+13 3.584E+31
2.692E+13 5.761E+31
3.717E+13 8.812E+31
4.968E+13 1.295E+32
7.202E+13 2.162E+32
1.051E+14 3.847E+32
1.237E+14 5.046E+32
1.284E+14 5.371E+32
1.694E+14 9.915E+32
2.550E+14 2.983E+33
3.417E+14 6.959E+33
4.298E+14 1.367E+34
5.198E+14 2.376E+34
6.120E+14 3.783E+34
7.068E+14 5.645E+34
8.046E+14 8.016E+34
9.056E+14 1.095E+35
1.010E+15 1.449E+35
1.119E+15 1.869E+35
1.231E+15 2.360E+35
1.349E+15 2.925E+35
1.471E+15 3.570E+35
1.598E+15 4.298E+35
1.730E+15 5.113E+35
1.868E+15 6.018E+35
2.012E+15 7.018E+35
2.162E+15 8.114E+35
2.319E+15 9.310E+35
2.482E+15 1.061E+36
2.652E+15 1.201E+36
2.829E+15 1.352E+36
3.013E+15 1.514E+36
3.205E+15 1.688E+36
3.404E+15 1.872E+36
3.611E+15 2.068E+36
3.826E+15 2.275E+36
4.050E+15 2.495E+36
4.282E+15 2.726E+36
4.315E+15 2.759E+36
4.362E+15 2.807E+36
4.410E+15 2.856E+36
4.458E+15 2.905E+36
4.507E+15 2.954E+36
4.556E+15 3.004E+36
4.605E+15 3.054E+36
4.655E+15 3.105E+36
4.705E+15 3.157E+36
4.756E+15 3.209E+36
4.806E+15 3.261E+36
4.857E+15 3.314E+36
4.909E+15 3.367E+36
4.961E+15 3.421E+36
5.013E+15 3.475E+36
5.065E+15 3.530E+36
5.118E+15 3.586E+36
5.171E+15 3.642E+36
5.225E+15 3.698E+36
5.279E+15 3.755E+36
5.333E+15 3.812E+36
5.388E+15 3.870E+36
5.443E+15 3.928E+36
5.498E+15 3.987E+36
5.554E+15 4.047E+36
5.610E+15 4.107E+36
5.667E+15 4.167E+36
5.724E+15 4.228E+36
5.781E+15 4.290E+36
5.838E+15 4.351E+36
5.896E+15 4.414E+36
5.955E+15 4.477E+36
6.014E+15 4.541E+36
6.073E+15 4.605E+36
6.132E+15 4.669E+36
6.192E+15 4.734E+36
6.253E+15 4.800E+36
6.313E+15 4.866E+36
6.374E+15 4.933E+36
6.436E+15 5.000E+36
6.498E+15 5.068E+36
6.560E+15 5.136E+36
6.622E+15 5.205E+36
6.685E+15 5.274E+36
6.749E+15 5.344E+36
